SeniorCitizen,Partner,Dependents,tenure,PhoneService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,tenure_group,monthly_to_total_ratio,service_count,contract_risk_score,support_gap,fiber_optic,digital_payment_risk,charge_per_service,senior_no_support,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,churn_probability,actual_churn,risk_tier,monthly_revenue,annual_revenue_at_risk
1,0,0,11,1,0,0,0,0,0,1,1,84.8,906.85,1,0.09340750123919149,2,2,1,1,0,28.266666666666666,1,False,False,True,True,False,False,False,True,False,False,0.94444877,1,High,84.8,961.0710674285888
0,0,1,19,1,0,0,0,1,0,0,0,48.8,953.65,2,0.051118210862619806,2,2,1,0,0,16.266666666666666,0,False,False,False,False,False,False,False,False,False,True,0.2697435,0,Low,48.8,157.96179485321045
0,1,1,72,1,0,0,0,0,0,1,1,84.5,6130.85,3,0.013780506698630918,2,0,1,1,0,28.166666666666668,0,True,False,True,True,False,False,True,True,False,False,0.07894939,0,Low,84.5,80.05468332767487
0,1,1,8,1,0,0,0,0,0,0,0,19.5,159.35,1,0.1216089803554724,1,0,0,0,0,9.75,0,False,False,False,False,True,False,True,False,False,False,0.02437582,0,Low,19.5,5.703942004591227
0,0,1,15,1,0,1,0,0,1,0,1,91.0,1430.05,2,0.06358967191922016,3,2,1,1,1,22.75,0,True,False,True,True,False,False,False,False,True,False,0.8835035,0,High,91.0,964.7858183383942
0,1,0,67,1,0,1,1,0,1,1,1,105.7,6816.95,3,0.015503193775255027,5,1,1,1,0,17.616666666666667,0,False,False,True,True,False,True,False,False,False,False,0.5461866,0,Medium,105.7,692.7831163644792
0,1,0,26,0,1,0,1,0,0,0,0,35.4,978.6,2,0.03613719885667619,2,1,1,0,0,11.799999999999999,0,False,True,False,False,False,True,False,True,False,False,0.110535316,0,Low,35.4,46.95540230870247
1,0,0,2,1,0,0,0,0,0,0,1,74.85,156.4,0,0.47554002541296053,1,2,1,1,0,37.425,1,True,False,True,True,False,False,False,False,False,True,0.9545741,1,High,74.85,857.3984639167785
0,1,0,21,0,1,0,0,0,0,0,0,28.5,629.35,2,0.04521297691758547,1,2,1,0,0,14.25,0,False,True,False,False,False,False,False,False,True,False,0.620734,0,High,28.5,212.29101991653442
0,1,0,49,1,0,0,0,0,0,0,1,20.05,923.1,3,0.02169678606211449,1,1,0,0,0,10.025,0,False,False,False,False,True,True,False,False,False,False,0.034349434,0,Low,20.05,8.264473839104177
0,1,1,21,1,0,0,0,0,0,0,0,19.8,350.1,2,0.05639418968954714,1,1,0,0,0,9.9,0,True,False,False,False,True,True,False,False,False,True,0.085585885,0,Low,19.8,20.335206216573717
0,1,0,51,1,0,0,0,0,0,0,0,69.15,3649.6,3,0.018942091710951625,1,2,1,1,0,34.575,0,False,False,False,True,False,False,False,False,False,True,0.21588725,0,Low,69.15,179.1432388186455
1,1,0,16,1,1,1,0,0,0,0,1,54.55,825.1,2,0.06603316789734899,3,2,1,0,0,13.6375,1,True,False,False,False,False,False,False,False,False,False,0.34830824,0,Medium,54.55,228.00257089734077
0,0,0,22,1,0,0,0,0,1,1,0,89.25,1907.85,2,0.04675590014930456,3,2,1,1,0,22.3125,0,False,False,False,True,False,False,False,False,True,False,0.8552868,1,High,89.25,916.0121381878853
0,1,0,13,1,0,0,1,0,1,1,1,102.25,1359.0,2,0.07518382352941176,4,2,1,1,0,20.45,0,True,False,True,True,False,False,False,True,False,False,0.8728573,1,High,102.25,1070.9958735108376
0,0,1,43,1,0,0,0,0,0,0,1,25.1,1070.15,3,0.02343275918405452,1,0,0,0,1,12.55,0,False,False,True,False,True,False,True,False,True,False,0.045303967,0,Low,25.1,13.645554815232755
0,0,0,3,1,0,0,0,0,1,1,1,89.45,240.45,0,0.3704700766204183,3,2,1,1,1,22.3625,0,False,False,False,True,False,False,False,False,True,False,0.9234537,1,High,89.45,991.2351893663407
1,0,0,54,1,0,1,0,0,0,1,1,90.05,4931.8,3,0.01825535192993837,3,2,1,1,1,22.5125,1,True,False,True,True,False,False,False,False,True,False,0.79260844,0,High,90.05,856.4926801800727
0,0,1,1,0,0,0,0,0,0,0,0,24.2,24.2,0,0.9603174603174603,0,2,1,0,0,24.2,0,True,True,False,False,False,False,False,False,False,True,0.867829,0,High,24.2,252.01754879951477
0,1,1,69,1,0,0,0,0,0,0,1,20.55,1403.1,3,0.014635709707285807,1,1,0,0,0,10.275,0,True,False,False,False,True,True,False,True,False,False,0.005650143,0,Low,20.55,1.3933252980932593
0,0,0,62,1,0,0,0,0,0,0,0,23.4,1429.65,3,0.016356201726487957,1,0,0,0,0,11.7,0,True,False,True,False,True,False,True,False,False,False,0.04294084,0,Low,23.4,12.057787907123565
0,0,0,2,1,0,0,0,0,1,1,1,90.4,168.2,0,0.5342789598108748,3,2,1,1,1,22.6,0,False,False,False,True,False,False,False,False,True,False,0.944927,1,High,90.4,1025.0567848205567
1,1,1,62,1,0,1,1,0,0,1,1,96.1,6019.35,3,0.015962527095600754,4,2,1,1,0,19.22,1,False,False,True,True,False,False,False,True,False,False,0.33751014,0,Medium,96.1,389.21669200658795
1,0,0,2,1,0,0,0,0,0,0,0,44.95,85.15,0,0.5217643644805572,1,2,1,0,0,22.475,1,True,False,False,False,False,False,False,False,False,True,0.86184174,1,High,44.95,464.87743359804153
0,1,1,69,1,0,0,0,0,0,0,0,19.9,1356.7,3,0.01465714075274361,1,0,0,0,0,9.95,0,True,False,False,False,True,False,True,False,False,False,0.009919269,0,Low,19.9,2.3687214396893976
0,0,0,1,1,0,0,0,0,0,0,1,74.5,74.5,0,0.9867549668874173,1,2,1,1,1,37.25,0,False,False,True,True,False,False,False,False,True,False,0.98026204,1,High,74.5,876.3542647361755
0,0,0,31,1,0,0,1,1,0,0,1,55.25,1715.65,2,0.03218477849299507,3,2,1,0,1,13.8125,0,True,False,False,False,False,False,False,False,True,False,0.18886846,1,Low,55.25,125.219790995121
1,0,0,69,1,0,0,0,0,0,0,0,20.3,1356.3,3,0.014956162970603405,1,0,0,0,0,10.15,0,True,False,False,False,True,False,True,True,False,False,0.013664712,0,Low,20.3,3.328723891451955
0,1,0,2,1,0,0,1,0,1,0,1,91.45,171.45,0,0.53029863728617,3,2,1,1,1,22.8625,0,True,False,True,True,False,False,False,False,True,False,0.9773317,0,High,91.45,1072.523805320263
0,0,0,33,1,0,0,0,0,0,0,1,70.4,2406.1,2,0.029246811515932038,1,2,1,1,0,35.2,0,False,False,False,True,False,False,False,False,False,False,0.7481802,0,High,70.4,632.0626419067383
0,1,0,3,1,0,0,0,0,0,0,1,19.6,55.25,0,0.34844444444444445,1,2,0,0,0,9.8,0,False,False,False,False,True,False,False,False,False,True,0.50200456,0,Medium,19.6,118.07147340774537
0,0,0,44,1,1,0,0,1,1,0,0,65.4,2774.55,3,0.023562897443749887,4,1,1,0,0,13.080000000000002,0,True,False,False,False,False,True,False,False,True,False,0.2169268,0,Low,65.4,170.24415124654772
0,0,0,10,1,1,1,1,1,1,1,1,110.1,1043.3,1,0.10542947428899742,7,2,1,1,1,13.7625,0,True,False,False,True,False,False,False,False,True,False,0.62056166,1,High,110.1,819.8860643148423
0,0,0,8,1,0,0,0,0,0,0,1,75.25,576.7,1,0.13025791933529512,1,2,1,1,1,37.625,0,False,False,True,True,False,False,False,False,True,False,0.78654486,0,High,75.25,710.250008046627
0,0,0,8,1,0,1,0,1,1,0,1,66.65,520.95,1,0.12769422358463453,4,2,1,0,1,13.330000000000002,0,True,False,False,False,False,False,False,False,True,False,0.43115807,0,Medium,66.65,344.8402210235596
0,1,1,69,1,0,0,0,0,0,0,1,20.35,1442.65,3,0.014096214456412565,1,1,0,0,0,10.175,0,False,False,False,False,True,True,False,True,False,False,0.0053335936,0,Low,20.35,1.3024635524488988
0,0,0,23,1,0,0,0,0,0,0,0,75.6,1758.6,2,0.04296431007047056,1,2,1,1,0,37.8,0,False,False,True,True,False,False,False,False,False,False,0.25698075,1,Low,75.6,233.13293366432188
0,0,0,66,1,0,0,0,0,0,0,0,25.1,1697.7,3,0.014776005180432096,1,0,0,0,0,12.55,0,True,False,True,False,True,False,True,False,False,True,0.020141074,0,Low,25.1,6.066491619497537
0,1,1,1,1,1,0,1,0,1,1,1,102.45,102.45,0,0.9903334944417593,5,2,1,1,1,17.075,0,False,False,True,True,False,False,False,False,True,False,0.9419159,1,High,102.45,1157.9914435029032
0,0,0,3,1,0,0,0,0,0,0,0,19.95,58.0,0,0.338135593220339,1,2,0,0,0,9.975,0,False,False,False,False,True,False,False,False,False,True,0.49882212,0,Medium,19.95,119.4180162012577
0,0,1,5,1,0,0,0,1,0,0,1,51.0,286.8,1,0.17720639332870047,2,2,1,0,0,17.0,0,False,False,False,False,False,False,False,False,False,True,0.72884536,0,High,51.0,446.05335903167725
0,0,1,1,1,1,0,0,0,0,0,0,51.2,51.2,0,0.9808429118773946,2,2,1,0,0,17.066666666666666,0,False,False,False,False,False,False,False,False,False,True,0.52297837,0,Medium,51.2,321.3179077148438
0,0,0,9,1,0,0,0,0,1,0,1,77.65,714.15,1,0.10857861986995736,2,2,1,1,0,25.883333333333336,0,False,False,False,True,False,False,False,False,False,False,0.8980763,1,High,77.65,836.8274924755096
0,1,1,36,1,1,0,1,0,0,1,1,63.7,2188.5,2,0.029093400319707696,4,1,1,0,0,12.74,0,True,False,False,False,False,True,False,True,False,False,0.060195886,0,Low,63.7,46.013734951615334
0,1,1,68,1,1,1,0,0,0,0,1,85.5,5696.6,3,0.01500631844987363,3,1,1,1,0,21.375,0,True,False,True,True,False,True,False,False,False,False,0.107012056,0,Low,85.5,109.79436926543713
0,1,1,35,0,0,0,0,1,1,0,0,40.9,1383.6,2,0.02953921710241225,2,1,1,0,0,13.633333333333333,0,False,True,False,False,False,True,False,False,False,True,0.12071771,0,Low,40.9,59.24825292527675
0,1,1,60,1,0,0,0,0,0,0,0,20.55,1205.05,3,0.017039094564901953,1,0,0,0,0,10.275,0,True,False,False,False,True,False,True,False,False,True,0.01873572,0,Low,20.55,4.620228513702751
0,1,1,72,1,1,1,0,1,1,0,0,74.55,5430.65,3,0.013725111154069205,5,0,1,0,0,12.424999999999999,0,False,False,True,False,False,False,True,False,False,True,0.010161919,0,Low,74.55,9.090852368809283
0,0,0,45,1,0,0,0,0,0,0,1,20.4,930.45,3,0.021901336625691124,1,1,0,0,1,10.2,0,True,False,False,False,True,True,False,False,True,False,0.04728496,1,Low,20.4,11.575358390808104
0,1,1,37,1,0,0,0,0,1,1,0,91.2,3247.55,3,0.028074063813085838,3,1,1,1,0,22.8,0,True,False,False,True,False,True,False,True,False,False,0.39809996,0,Medium,91.2,435.6805950164795
0,1,1,7,1,1,0,0,0,0,0,0,50.7,350.35,1,0.14430055500213462,2,2,1,0,0,16.900000000000002,0,False,False,False,False,False,False,False,False,False,True,0.3392364,0,Medium,50.7,206.391430914402
0,0,0,4,1,0,1,0,0,0,0,0,50.7,151.3,1,0.3328956007879186,2,2,1,0,0,16.900000000000002,0,False,False,False,False,False,False,False,True,False,False,0.49540946,1,Medium,50.7,301.4071147799492
0,0,0,1,1,1,1,0,0,0,0,1,54.9,54.9,0,0.9821109123434705,3,2,1,0,1,13.725,0,False,False,False,False,False,False,False,False,True,False,0.7788168,1,High,54.9,513.084520483017
0,0,0,4,1,1,1,0,1,0,0,1,60.4,272.15,1,0.22112392458356217,4,2,1,0,0,12.08,0,False,False,False,False,False,False,False,False,False,True,0.36769685,1,Medium,60.4,266.5066779613495
0,1,0,18,1,0,0,1,0,0,0,1,49.55,878.35,2,0.056348439188036614,2,2,1,0,0,16.516666666666666,0,True,False,False,False,False,False,False,False,False,True,0.36211854,1,Medium,49.55,215.31568518877032
0,0,0,12,1,0,0,0,1,1,1,0,74.05,872.65,1,0.08475934298632175,4,1,1,0,0,14.809999999999999,0,False,False,True,False,False,True,False,False,False,True,0.47481006,1,Medium,74.05,421.9162227272987
0,1,1,1,1,0,0,0,0,1,0,1,80.05,80.05,0,0.9876619370758791,2,2,1,1,0,26.683333333333334,0,False,False,False,True,False,False,False,False,False,True,0.9630703,1,High,80.05,925.1253046274185
0,1,1,72,1,0,0,0,0,0,0,0,25.0,1738.9,3,0.014368641875969883,1,0,0,0,0,12.5,0,True,False,True,False,True,False,True,False,False,False,0.0012944771,0,Low,25.0,0.38834314327687025
0,1,0,42,1,0,0,0,0,0,0,0,20.25,835.5,3,0.0242080095636581,1,0,0,0,0,10.125,0,True,False,False,False,True,False,True,False,True,False,0.05954598,0,Low,20.25,14.469672873616219
1,0,0,24,1,0,0,0,0,0,0,1,76.1,1712.7,2,0.044406839003326135,1,2,1,1,1,38.05,1,True,False,True,True,False,False,False,False,True,False,0.6312926,1,High,76.1,576.4963854789734
0,1,1,26,1,0,0,0,0,0,1,0,78.95,2034.25,2,0.03879130327969537,2,1,1,1,0,26.316666666666666,0,True,False,False,True,False,True,False,False,False,False,0.33239794,0,Medium,78.95,314.9138062477112
0,1,1,68,1,1,1,1,0,1,0,1,73.0,5163.0,3,0.014136328427575524,5,1,1,0,0,12.166666666666666,0,False,False,True,False,False,True,False,True,False,False,0.29426783,0,Low,73.0,257.77862191200256
0,0,0,17,1,0,0,0,0,0,0,0,19.9,323.15,2,0.06139133117383927,1,1,0,0,0,9.95,0,False,False,False,False,True,True,False,False,False,False,0.13592167,0,Low,19.9,32.458095270395276
0,1,1,59,1,1,1,0,1,1,1,1,111.1,6555.2,3,0.01694579176962265,6,0,1,1,0,15.87142857142857,0,True,False,True,True,False,False,True,False,False,True,0.083634295,0,Low,111.1,111.50124152004719
0,1,1,13,1,0,0,0,0,0,0,1,74.4,896.75,2,0.08287385129490393,1,2,1,1,0,37.2,0,True,False,True,True,False,False,False,True,False,False,0.72923875,1,High,74.4,651.0643547058106
0,0,0,2,1,0,0,0,0,0,0,1,20.45,42.45,0,0.47065592635212883,1,2,0,0,0,10.225,0,False,False,False,False,True,False,False,False,False,True,0.25782794,0,Low,20.45,63.27097588777542
0,1,0,67,1,0,0,0,0,0,0,0,19.65,1335.2,3,0.014705882352941175,1,0,0,0,0,9.825,0,False,False,False,False,True,False,True,False,False,True,0.034484953,0,Low,19.65,8.131551843881606
0,0,0,17,1,0,0,0,0,0,0,0,20.05,337.9,2,0.05916199468869874,1,1,0,0,0,10.025,0,False,False,False,False,True,True,False,True,False,False,0.07369123,0,Low,20.05,17.73010910600424
0,1,0,71,1,1,1,1,1,0,1,1,80.1,5585.4,3,0.014338393240727481,6,0,1,0,0,11.442857142857141,0,True,False,True,False,False,False,True,False,False,True,0.008709116,0,Low,80.1,8.371202210336923
0,1,1,17,1,0,0,1,1,1,1,0,98.6,1704.95,2,0.057797708021923265,5,1,1,1,0,16.433333333333334,0,False,False,False,True,False,True,False,False,False,False,0.37779763,1,Medium,98.6,447.01015985012054
0,0,0,1,1,0,0,0,0,1,1,1,89.55,89.55,0,0.9889563776918829,3,2,1,1,1,22.3875,0,True,False,False,True,False,False,False,False,True,False,0.97933686,1,High,89.55,1052.3953873872756
0,1,1,6,1,0,0,0,0,0,0,0,19.7,94.45,1,0.20639078051335777,1,1,0,0,0,9.85,0,False,False,False,False,True,True,False,False,False,True,0.0711581,0,Low,19.7,16.821775701642036
0,1,0,61,1,0,1,1,1,1,1,1,114.1,7132.15,3,0.015995738208224978,6,2,1,1,1,16.3,0,True,False,True,True,False,False,False,False,True,False,0.5448439,0,Medium,114.1,746.0002844810485
0,0,0,6,1,0,0,0,0,0,0,1,73.85,401.3,1,0.18356947551578423,1,2,1,1,0,36.925,0,False,False,True,True,False,False,False,False,False,True,0.94914275,0,High,73.85,841.130308663845
1,0,0,1,0,0,0,0,0,0,0,0,25.05,25.05,0,0.9616122840690979,0,2,1,0,0,25.05,1,False,True,False,False,False,False,False,False,False,True,0.906545,1,High,25.05,272.50742200613024
0,1,1,21,1,0,1,1,1,1,1,1,102.8,2110.15,2,0.04869383985031854,6,2,1,1,1,14.685714285714285,0,False,False,False,True,False,False,False,False,True,False,0.5104917,1,Medium,102.8,629.7425966262817
0,1,0,60,1,0,1,1,1,1,1,1,110.8,6640.7,3,0.016682475872141167,6,0,1,1,0,15.828571428571427,0,False,False,True,True,False,False,True,True,False,False,0.29632664,0,Low,110.8,393.99589691162106
1,0,0,20,1,0,0,0,0,0,1,1,85.8,1727.5,2,0.04963841481052936,2,2,1,1,0,28.599999999999998,1,False,False,True,True,False,False,False,True,False,False,0.8334225,1,High,85.8,858.0917874813081
0,1,0,22,1,1,0,0,1,1,0,0,95.9,2234.95,2,0.042890046736286595,4,2,1,1,0,19.18,0,True,False,True,True,False,False,False,True,False,False,0.47753662,0,Medium,95.9,549.5491408109665
0,0,0,40,1,0,0,0,0,0,0,1,20.6,827.3,3,0.02487021610527587,1,0,0,0,0,10.3,0,False,False,False,False,True,False,True,False,False,False,0.016607143,0,Low,20.6,4.105285745859146
0,0,0,23,1,0,0,0,0,0,0,1,74.95,1710.45,2,0.043793274708580444,1,2,1,1,1,37.475,0,True,False,True,True,False,False,False,False,True,False,0.9078338,1,High,74.95,816.5057328701018
0,0,1,1,1,0,0,0,0,0,0,0,45.95,45.95,0,0.9787007454739084,1,2,1,0,0,22.975,0,False,False,False,False,False,False,False,False,False,True,0.89070255,1,High,45.95,491.13338366746905
0,0,0,46,0,1,0,1,1,0,0,0,38.25,1755.35,3,0.02177811939533692,3,0,1,0,0,9.5625,0,True,True,False,False,False,False,True,False,False,True,0.01330696,0,Low,38.25,6.107894852757454
0,1,1,5,1,0,0,0,0,0,0,0,69.95,320.4,1,0.2176415681393902,1,2,1,1,0,34.975,0,False,False,False,True,False,False,False,True,False,False,0.71559614,0,High,69.95,600.6713994383813
1,0,0,68,1,0,0,0,0,0,0,1,20.0,1396.0,3,0.014316392269148175,1,0,0,0,0,10.0,0,True,False,False,False,True,False,True,True,False,False,0.008895285,0,Low,20.0,2.1348685026168823
1,0,0,1,0,0,0,0,0,0,0,1,25.2,25.2,0,0.9618320610687023,0,2,1,0,1,25.2,1,False,True,False,False,False,False,False,False,True,False,0.92791545,1,High,25.2,280.60163326263427
0,1,0,2,1,0,0,0,0,0,0,0,20.1,43.15,0,0.45526613816534545,1,2,0,0,0,10.05,0,False,False,False,False,True,False,False,False,False,False,0.2462357,0,Low,20.1,59.39205046892167
1,0,0,14,1,0,1,1,0,1,1,1,104.85,1531.4,2,0.06842208300704776,5,2,1,1,1,17.474999999999998,1,False,False,True,True,False,False,False,False,True,False,0.8481509,1,High,104.85,1067.1434736371039
0,0,0,10,1,0,0,0,0,0,0,1,70.0,740.0,1,0.09446693657219973,1,2,1,1,1,35.0,0,True,False,False,True,False,False,False,False,True,False,0.8749255,1,High,70.0,734.9374151229858
0,0,1,13,1,0,0,0,0,1,0,1,78.3,1033.95,2,0.07565582878399922,2,2,1,1,0,26.099999999999998,0,True,False,False,True,False,False,False,True,False,False,0.76971656,0,High,78.3,723.225680565834
0,0,0,34,1,1,1,1,0,1,1,1,109.8,3587.25,2,0.030599874590677905,6,2,1,1,0,15.685714285714285,0,False,False,True,True,False,False,False,False,False,True,0.42600852,1,Medium,109.8,561.3088292598725
0,1,1,18,1,0,0,1,0,0,1,0,57.45,990.85,2,0.057922064828351064,3,2,1,0,0,14.3625,0,True,False,False,False,False,False,False,False,True,False,0.3664607,1,Medium,57.45,252.63801400065424
0,1,1,71,1,0,0,0,0,0,0,0,19.7,1301.1,3,0.015129406343598802,1,0,0,0,0,9.85,0,True,False,False,False,True,False,True,True,False,False,0.0054337163,0,Low,19.7,1.2845305440947414
0,1,0,70,1,0,1,1,1,1,1,1,110.5,7752.05,3,0.01425245548526064,6,0,1,1,1,15.785714285714286,0,False,False,True,True,False,False,True,False,True,False,0.5295783,0,Medium,110.5,702.2208631038666
0,1,0,52,1,1,0,1,0,1,0,1,64.3,3410.6,3,0.01884746160159456,4,1,1,0,0,12.86,0,False,False,False,False,False,True,False,False,False,True,0.036301907,0,Low,64.3,28.010551558434962
0,1,1,68,1,1,1,1,0,1,1,1,105.25,7173.15,3,0.014670727542635714,6,0,1,1,0,15.035714285714286,0,True,False,False,True,False,False,True,False,False,False,0.09483849,0,Low,105.25,119.78101611882448
0,1,1,38,1,0,0,0,0,0,0,0,19.6,717.3,3,0.027286649032437705,1,2,0,0,0,9.8,0,True,False,False,False,True,False,False,False,True,False,0.18659718,0,Low,19.6,43.88765752315522
0,1,1,58,1,0,0,0,0,0,0,1,24.5,1497.9,3,0.016345319901260924,1,1,0,0,0,12.25,0,False,False,True,False,True,True,False,True,False,False,0.029495245,0,Low,24.5,8.671601984649897
0,0,0,3,1,0,0,0,0,1,1,0,90.7,237.65,0,0.3800544730777289,3,2,1,1,0,22.675,0,True,False,False,True,False,False,False,False,False,True,0.9171975,0,High,90.7,998.2777867555619
0,1,0,14,1,0,0,0,1,0,0,0,48.8,664.4,2,0.07333934475503456,2,2,1,0,0,16.266666666666666,0,True,False,False,False,False,False,False,False,False,False,0.36462247,0,Medium,48.8,213.5229206085205
0,0,0,2,0,0,0,0,0,0,0,1,24.9,49.7,0,0.49112426035502954,0,2,1,0,0,24.9,0,True,True,False,False,False,False,False,True,False,False,0.718786,0,High,24.9,214.77325716018674
0,1,0,1,0,0,0,0,0,0,0,1,24.8,24.8,0,0.9612403100775194,0,2,1,0,1,24.8,0,False,True,False,False,False,False,False,False,True,False,0.8670683,1,High,24.8,258.03952331542973
1,0,0,72,1,1,1,1,1,0,1,1,107.4,7748.75,3,0.013858511564889191,6,0,1,1,0,15.342857142857143,1,False,False,True,True,False,False,True,False,False,False,0.010868427,0,Low,107.4,14.007229160517454
0,0,0,3,1,0,0,0,0,0,0,1,43.3,123.65,0,0.34737264340152424,1,2,1,0,1,21.65,0,True,False,False,False,False,False,False,False,True,False,0.86604124,1,High,43.3,449.99502990245816
0,0,0,13,1,1,0,0,0,0,0,1,80.0,1029.35,2,0.07764351919250741,2,2,1,1,0,26.666666666666668,0,False,False,True,True,False,False,False,True,False,False,0.60158765,0,High,80.0,577.5241470336914
1,1,1,72,1,1,0,1,1,1,1,1,104.1,7447.7,3,0.013975593056506504,6,0,1,1,0,14.87142857142857,1,True,False,False,True,False,False,True,True,False,False,0.007520682,0,Low,104.1,9.394836177304386
0,1,0,58,1,0,0,0,0,0,0,0,20.75,1185.95,3,0.017481781035426934,1,0,0,0,0,10.375,0,True,False,False,False,True,False,True,False,False,True,0.07390653,0,Low,20.75,18.40272682160139
1,1,0,71,1,0,1,1,1,0,1,1,95.5,6707.15,3,0.014236413914417538,5,0,1,1,0,15.916666666666666,1,True,False,False,True,False,False,True,True,False,False,0.027807415,0,Low,95.5,31.867297053337097
0,0,0,1,1,0,0,1,0,0,0,0,76.35,76.35,0,0.9870717517776342,2,2,1,1,0,25.45,0,False,False,False,True,False,False,False,False,True,False,0.9692441,1,High,76.35,888.0214650392531
0,1,1,54,1,1,1,1,1,1,1,0,91.3,4965.0,3,0.018385018123238017,7,0,1,0,0,11.4125,0,False,False,True,False,False,False,True,True,False,False,0.05530998,0,Low,91.3,60.59761530160904
0,0,1,39,0,1,0,0,1,1,0,0,45.05,1790.6,3,0.025145121678946194,3,1,1,0,0,11.2625,0,True,True,False,False,False,True,False,False,False,False,0.04318303,0,Low,45.05,23.344745314121244
0,0,0,1,1,0,0,0,0,0,0,1,70.6,70.6,0,0.9860335195530726,1,2,1,1,1,35.3,0,False,False,False,True,False,False,False,False,True,False,0.9350711,1,High,70.6,792.1922450065613
0,1,0,61,1,1,1,1,1,0,1,1,80.8,4860.85,3,0.016619188169112578,6,0,1,0,0,11.542857142857143,0,True,False,True,False,False,False,True,False,False,False,0.025856512,0,Low,80.8,25.070473712682727
0,1,1,25,1,0,1,1,0,1,0,1,89.15,2257.75,2,0.03946873270614278,4,2,1,1,0,17.830000000000002,0,False,False,False,True,False,False,False,False,False,False,0.5328266,1,Medium,89.15,570.0178993105889
0,0,0,37,1,1,1,1,0,0,0,0,91.2,3382.3,3,0.02695593060030148,4,2,1,1,0,18.240000000000002,0,False,False,True,True,False,False,False,False,False,False,0.21624038,0,Low,91.2,236.65346775054934
